Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Default)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	Condition Name	Condition Type	KC (Tokens)	KC Category (Tokens)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Intro CS Concepts)	KC Category (Intro CS Concepts)	KC (Tokens Merged)	KC Category (Tokens Merged)	School	Class	Event Type
70	All Data	535f1aaf6e86fcac0a75094d917ba5a6	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Return	6	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a					hint_first		novice_class		Return		Single-KC		KC122		Class and Functions		Function Definition				
71	All Data	7f91989ac51bc44b349f3681c7f99283	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	10	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
72	All Data	f4ea1742ac71532f4f8457ab5999abc0	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	8	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
73	All Data	e60ea02222db93652d9b782c029279e1	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	13	0	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a					hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
74	All Data	c9c3c96b1b7e72f781d8cf9140aadd3f	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	11	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
75	All Data	cf7ed6b06d34f6420f2c47ec2083dc0a	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	11	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
76	All Data	d12daf12e194301f75389c02464189d1	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Add	7	0	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a					hint_first		novice_class		Add		Single-KC		KC105		Arithmetic Operations		Add				
77	All Data	bceca9e5cd1201a59b1c0a56b92eb112	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Subscript	4	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Subscript		Single-KC		KC241		Arithmetic Operations		Subscript				
78	All Data	c837d5f280ba1b76ecb58635830478b0	S002	1	2016-02-05 19:58:00		3.529	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Index	5	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Index		Single-KC		KC167		Programming Language Fundamentals		Index				
79	All Data	e3591a600f41ab8eed5e838db244f536	S002	1	2016-02-05 20:00:00		17.143	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	9	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
80	All Data	9095568a28502a38a7a9072fee6e512b	S002	1	2016-02-05 20:00:00		17.143	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	14	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
81	All Data	cde3b1d0820697dcaac5b1c6e80800ac	S002	1	2016-02-05 20:00:00		17.143	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	12	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
82	All Data	ee7305714735490a5eef49e9e35243bc	S002	1	2016-02-05 20:00:00		17.143	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	12	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
83	All Data	7c86c58eb4bcdfb8952e1b2fde43ad9b	S002	1	2016-02-05 20:00:00		17.143	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Add	8	0	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a					hint_first		novice_class		Add		Single-KC		KC105		Arithmetic Operations		Add				
84	All Data	d5c65113fee51087e5cf667eeeb864fd	S002	1	2016-02-05 20:00:00		17.143	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Subscript	5	0	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a					hint_first		novice_class		Subscript		Single-KC		KC241		Arithmetic Operations		Subscript				
85	All Data	f1c64ecb3cc741e4c8041449babe03db	S002	1	2016-02-05 20:00:00		17.143	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Index	6	0	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a					hint_first		novice_class		Index		Single-KC		KC167		Programming Language Fundamentals		Index				
86	All Data	609c8e9ee051e1f60744cfbb897bfd6b	S002	1	2016-02-05 20:01:00		8.571	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	10	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
87	All Data	34fef1ec6d78f9c83a66acd88208fcc0	S002	1	2016-02-05 20:01:00		8.571	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	15	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
88	All Data	1837d2da523a1889a84b899e2820e20b	S002	1	2016-02-05 20:01:00		8.571	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	13	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
89	All Data	31c965f52b2f417c66aa532c2c77b45e	S002	1	2016-02-05 20:01:00		8.571	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	13	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
90	All Data	f98e295f3f481256ee840caf2ca82baa	S002	1	2016-02-05 20:01:00		8.571	HINT_REQUEST		HINT_MSG		programming	firstAndLast	1	2016-02-05 19:48:00	Name	14	0	HINT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	At line 3, column 18 change <b>n</b> to <b>(n - '~right value~')</b> in the inner part of the subscript				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
91	All Data	48b15cbf9f91f94f027c095611f8158b	S002	1	2016-02-05 20:01:00		8.571	HINT_REQUEST		HINT_MSG		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	16	0	HINT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	At line 3, column 18 change <b>n</b> to <b>(n - '~right value~')</b> in the inner part of the subscript				hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
92	All Data	7e384d62f633304055242ae18be9233c	S002	1	2016-02-05 20:01:00		8.571	HINT_REQUEST		HINT_MSG		programming	firstAndLast	1	2016-02-05 19:48:00	Load	14	0	HINT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	At line 3, column 18 change <b>n</b> to <b>(n - '~right value~')</b> in the inner part of the subscript				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
93	All Data	917613a8c9a71ad7fa6c07fcc1fd0b89	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	11	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
94	All Data	2438115f496e5e4fb76d08e4cc8bc91a	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	12	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
95	All Data	86dd085f2ff680fce70319378ac3fa4d	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	17	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
96	All Data	f23cddfc9fca677298c206b9fc468220	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	18	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
97	All Data	b3179dabed7a7a1c2bcc7cc7927a200b	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	15	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
98	All Data	7c47ec5533f247e2404b56e375666c70	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	16	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
99	All Data	519084a9826568491bb91599c3e40358	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	15	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
100	All Data	0de385eab2428d8a3f808825304dcf53	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	16	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n]\n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
101	All Data	2866e46376a771619e6d08f9cb6aef32	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	13	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
102	All Data	abeb5613c80fa6ca1e9ae7e39d4a6869	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	19	0	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a					hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
103	All Data	62e7a5db9ad68a9c096bb35ff469b0fb	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	17	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
104	All Data	74890c149639d1d50d12b9d472537884	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	17	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
105	All Data	b45bf30a36b6326831888638e6031a79	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Add	9	0	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a					hint_first		novice_class		Add		Single-KC		KC105		Arithmetic Operations		Add				
106	All Data	1811458a5ae34113924883807008f08d	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Subscript	6	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Subscript		Single-KC		KC241		Arithmetic Operations		Subscript				
107	All Data	86484adcce2a327b1828fe8fdeec91ff	S002	1	2016-02-05 20:03:00		6.316	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Index	7	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	Commission Error				hint_first		novice_class		Index		Single-KC		KC167		Programming Language Fundamentals		Index				
108	All Data	8e0978633595b82668177686375dcf6a	S002	1	2016-02-05 20:03:00		6.316	HINT_REQUEST		HINT_MSG		programming	firstAndLast	1	2016-02-05 19:48:00	Name	18	0	HINT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	At line 4, column 11 change <b>a</b> to <b>(a + '~right value~')</b> in the return statement				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
109	All Data	103e86134ee1dbaecb7b281a625577cd	S002	1	2016-02-05 20:03:00		6.316	HINT_REQUEST		HINT_MSG		programming	firstAndLast	1	2016-02-05 19:48:00	Add	10	0	HINT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	At line 4, column 11 change <b>a</b> to <b>(a + '~right value~')</b> in the return statement				hint_first		novice_class		Add		Single-KC		KC105		Arithmetic Operations		Add				
110	All Data	ef8ec5fa77686f90dac37d6bcf7c5f7e	S002	1	2016-02-05 20:03:00		6.316	HINT_REQUEST		HINT_MSG		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	20	0	HINT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	At line 4, column 11 change <b>a</b> to <b>(a + '~right value~')</b> in the return statement				hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
111	All Data	492732f341050a01df88310d16d3829f	S002	1	2016-02-05 20:03:00		6.316	HINT_REQUEST		HINT_MSG		programming	firstAndLast	1	2016-02-05 19:48:00	Load	18	0	HINT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] \n    return a	At line 4, column 11 change <b>a</b> to <b>(a + '~right value~')</b> in the return statement				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
112	All Data	f15f4b8c2839c4874f79ede277965856	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	14	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[]\n    return a	Commission Error				hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
113	All Data	aaa19867545acb87c989bd2a14a521c6	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	21	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[]\n    return a	Commission Error				hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
114	All Data	9f42d58e3d4732b22893d63ad0c430cc	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	19	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[]\n    return a	Commission Error				hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
115	All Data	96f69155350c4415df37076c6a66c8d1	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	19	0	INCORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[]\n    return a	Commission Error				hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
116	All Data	6d6ea5625eb58eb7f4baef6eddaa0c35	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Add	11	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[]\n    return a					hint_first		novice_class		Add		Single-KC		KC105		Arithmetic Operations		Add				
117	All Data	17fa742fb2397a20e14ca4df070e1b2f	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Subscript	7	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[]\n    return a					hint_first		novice_class		Subscript		Single-KC		KC241		Arithmetic Operations		Subscript				
118	All Data	db6a83fb14da4b9a60832e5f0e64ec7b	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Index	8	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[]\n    return a					hint_first		novice_class		Index		Single-KC		KC167		Programming Language Fundamentals		Index				
119	All Data	d477d696748f1a50d64c70b5928999a7	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Number	15	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n - 1]\n    return a					hint_first		novice_class		Number		Single-KC		KC53		Data Types and Structures		Number				
120	All Data	04a8e65e941176dd944187efb82cf5fa	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Binary Operation	22	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n - 1]\n    return a					hint_first		novice_class		Binary Operation		Single-KC		KC15		Arithmetic Operations		Binary Operation				
121	All Data	9b47ae7f026881e89a8da5eda46478c1	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Load	20	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n - 1]\n    return a					hint_first		novice_class		Load		Single-KC		KC245		Programming Language Fundamentals		Load				
122	All Data	dbd4b4d1222be1b55af16716556dbdb2	S002	1	2016-02-05 20:05:00		10.909	ATTEMPT		RESULT		programming	firstAndLast	1	2016-02-05 19:48:00	Name	20	1	CORRECT			def firstAndLast(s):\n    n = len(s)\n    a = s[0] + s[n - 1]\n    return a					hint_first		novice_class		Name		Single-KC		KC131		Variables		Name				
123	All Data	df60dc3e80b934df439ae7c19c453e33	S002	1	2016-02-05 20:07:00		12	ATTEMPT		RESULT		programming	singlePigLatin	1	2016-02-05 20:05:00	Number	1	0	CORRECT			def singlePigLatin(s):\n    a = s[0]\n    b = s[1:]\n    c = 'ay'\n\treturn b + a + c					hint_first		novice_class		Number		Single-KC		KC101		Data Types and Structures		Number				
